timestamp_s,Bx_mT,By_mT,Bz_mT,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm,phase
3.89000,0.800000,0.600000,15.740000,0.098607,-0.164010,-1.421332,-0.008739,-0.005443,-0.002018,zero
3.90600,0.800000,0.610000,15.750000,0.098607,-0.164010,-1.421332,-0.008739,-0.005443,-0.002018,zero
3.92200,0.820000,0.630000,15.750000,0.105732,-0.168187,-1.421417,-0.008769,-0.005493,-0.002124,zero
3.93700,0.810000,0.600000,15.750000,0.105680,-0.176578,-1.421369,-0.008828,-0.005494,-0.002016,zero
3.93700,0.790000,0.570000,15.750000,0.105767,-0.176650,-1.452355,-0.008830,-0.005497,-0.002029,zero
3.95300,0.830000,0.590000,15.730000,0.106049,-0.176604,-1.442073,-0.008994,-0.005592,-0.002023,zero
3.96900,0.830000,0.610000,15.750000,0.113006,-0.164019,-1.421308,-0.008741,-0.005544,-0.002017,zero
3.98400,0.790000,0.600000,15.750000,0.113006,-0.164019,-1.421308,-0.008741,-0.005544,-0.002017,zero
3.98400,0.830000,0.620000,15.750000,0.113058,-0.155629,-1.421357,-0.008682,-0.005543,-0.002126,zero
4.00000,0.800000,0.590000,15.730000,0.113058,-0.155629,-1.421357,-0.008682,-0.005543,-0.002126,zero
4.01500,0.820000,0.620000,15.730000,0.113006,-0.164019,-1.421308,-0.008741,-0.005544,-0.002017,zero
4.03100,0.800000,0.630000,15.730000,0.113006,-0.164019,-1.421308,-0.008741,-0.005544,-0.002017,zero
4.03100,0.800000,0.620000,15.740000,0.113406,-0.164318,-1.431565,-0.008909,-0.005450,-0.002019,zero
4.04700,0.800000,0.580000,15.740000,0.120333,-0.151461,-1.421248,-0.008654,-0.005594,-0.002019,zero
4.06200,0.810000,0.610000,15.760000,0.120333,-0.151461,-1.421248,-0.008654,-0.005594,-0.002019,zero
4.07800,0.800000,0.560000,15.770000,0.120333,-0.151461,-1.421248,-0.008654,-0.005594,-0.002019,zero
4.09400,0.780000,0.620000,15.770000,0.113607,-0.147582,-1.431419,-0.008792,-0.005451,-0.001914,zero
4.10900,0.810000,0.600000,15.760000,0.105933,-0.151451,-1.421271,-0.008652,-0.005494,-0.002019,zero
4.12500,0.820000,0.600000,15.760000,0.113607,-0.147582,-1.431419,-0.008792,-0.005451,-0.001914,zero
4.14000,0.830000,0.630000,15.740000,0.120732,-0.151760,-1.431504,-0.008822,-0.005500,-0.002020,zero
4.14000,0.800000,0.600000,15.740000,0.120398,-0.160195,-1.441738,-0.008716,-0.005406,-0.001918,zero
4.15600,0.800000,0.600000,15.740000,0.120701,-0.151488,-1.441952,-0.008820,-0.005693,-0.002025,zero
4.17200,0.830000,0.620000,15.740000,0.120420,-0.151533,-1.452234,-0.008655,-0.005597,-0.002031,zero
4.18700,0.820000,0.580000,15.740000,0.120420,-0.151533,-1.452234,-0.008655,-0.005597,-0.002031,zero
4.18700,0.790000,0.570000,15.750000,0.120450,-0.151805,-1.441786,-0.008657,-0.005405,-0.002026,zero
4.20300,0.790000,0.560000,15.740000,0.113576,-0.147310,-1.441866,-0.008790,-0.005643,-0.001919,zero
4.21900,0.860000,0.620000,15.750000,0.113325,-0.147627,-1.441701,-0.008627,-0.005356,-0.001920,zero
4.23400,0.850000,0.630000,15.750000,0.112926,-0.147329,-1.431444,-0.008459,-0.005449,-0.001918,zero
4.25000,0.830000,0.590000,15.750000,0.113177,-0.147012,-1.431610,-0.008622,-0.005737,-0.001917,zero
4.25000,0.790000,0.630000,15.740000,0.113294,-0.147355,-1.452149,-0.008625,-0.005548,-0.001924,zero
4.26500,0.820000,0.600000,15.750000,0.120450,-0.151805,-1.441786,-0.008657,-0.005405,-0.002026,zero
4.28100,0.800000,0.640000,15.730000,0.120051,-0.151506,-1.431530,-0.008489,-0.005499,-0.002024,zero
4.29700,0.830000,0.630000,15.730000,0.120732,-0.151760,-1.431504,-0.008822,-0.005500,-0.002020,zero
4.29700,0.850000,0.590000,15.750000,0.113207,-0.147284,-1.421162,-0.008624,-0.005545,-0.001912,zero
4.31200,0.790000,0.600000,15.750000,0.113207,-0.147284,-1.421162,-0.008624,-0.005545,-0.001912,zero
4.32800,0.780000,0.630000,15.740000,0.105985,-0.143061,-1.421320,-0.008593,-0.005493,-0.002127,zero
4.34400,0.840000,0.600000,15.750000,0.105933,-0.151451,-1.421271,-0.008652,-0.005494,-0.002019,zero
4.35900,0.820000,0.580000,15.770000,0.105933,-0.151451,-1.421271,-0.008652,-0.005494,-0.002019,zero
4.35900,0.820000,0.630000,15.750000,0.113607,-0.147582,-1.431419,-0.008792,-0.005451,-0.001914,zero
4.37500,0.800000,0.620000,15.750000,0.120732,-0.151760,-1.431504,-0.008822,-0.005500,-0.002020,zero
4.39000,0.800000,0.630000,15.750000,0.120363,-0.151733,-1.410800,-0.008656,-0.005402,-0.002014,zero
4.40600,0.810000,0.640000,15.770000,0.113008,-0.139211,-1.421045,-0.008403,-0.005257,-0.002021,zero
4.42200,0.790000,0.630000,15.750000,0.113689,-0.139464,-1.421019,-0.008735,-0.005258,-0.002017,zero
4.42200,0.840000,0.600000,15.740000,0.113490,-0.131391,-1.420902,-0.008514,-0.004970,-0.002127,zero
4.43700,0.790000,0.620000,15.750000,0.113459,-0.131119,-1.431350,-0.008512,-0.005162,-0.002132,zero
4.45300,0.800000,0.580000,15.740000,0.113438,-0.139781,-1.420854,-0.008573,-0.004971,-0.002019,zero
4.46900,0.810000,0.610000,15.740000,0.120251,-0.143732,-1.441669,-0.008436,-0.005117,-0.002136,zero
4.48400,0.780000,0.580000,15.760000,0.127324,-0.156300,-1.441706,-0.008525,-0.005167,-0.002134,zero
4.50000,0.820000,0.620000,15.740000,0.127324,-0.156300,-1.441706,-0.008525,-0.005167,-0.002134,zero
4.50000,0.830000,0.580000,15.750000,0.134650,-0.143742,-1.441646,-0.008438,-0.005218,-0.002135,zero
4.51500,0.840000,0.590000,15.770000,0.134932,-0.143696,-1.431364,-0.008602,-0.005313,-0.002129,zero
4.53100,0.800000,0.600000,15.740000,0.134932,-0.143696,-1.431364,-0.008602,-0.005313,-0.002129,zero
4.54700,0.790000,0.590000,15.780000,0.127575,-0.155983,-1.441872,-0.008687,-0.005455,-0.002133,zero
4.56200,0.800000,0.590000,15.760000,0.141923,-0.164383,-1.441800,-0.008748,-0.005556,-0.002024,zero
4.57800,0.810000,0.550000,15.740000,0.149048,-0.168560,-1.441886,-0.008777,-0.005605,-0.002130,zero
4.59400,0.840000,0.660000,15.750000,0.142455,-0.172981,-1.441969,-0.009138,-0.005556,-0.002234,zero
4.59400,0.820000,0.640000,15.750000,0.142604,-0.164636,-1.441774,-0.009080,-0.005557,-0.002020,zero
4.60900,0.820000,0.610000,15.760000,0.142257,-0.155947,-1.431566,-0.008853,-0.005650,-0.002126,zero
4.62500,0.780000,0.610000,15.760000,0.134982,-0.160115,-1.431676,-0.008882,-0.005600,-0.002234,zero
4.64000,0.820000,0.610000,15.750000,0.142257,-0.155947,-1.431566,-0.008853,-0.005650,-0.002126,zero
4.65600,0.820000,0.590000,15.750000,0.142287,-0.156219,-1.421119,-0.008855,-0.005458,-0.002122,zero
4.65600,0.800000,0.580000,15.750000,0.142287,-0.156219,-1.421119,-0.008855,-0.005458,-0.002122,zero
4.67200,0.800000,0.620000,15.740000,0.142287,-0.156219,-1.421119,-0.008855,-0.005458,-0.002122,zero
4.68700,0.790000,0.610000,15.760000,0.142569,-0.156174,-1.410836,-0.009020,-0.005554,-0.002116,zero
4.70300,0.800000,0.610000,15.740000,0.149694,-0.160351,-1.410922,-0.009050,-0.005603,-0.002222,zero
4.71900,0.800000,0.610000,15.760000,0.142287,-0.156219,-1.421119,-0.008855,-0.005458,-0.002122,zero
4.73400,0.810000,0.600000,15.740000,0.142318,-0.156491,-1.410671,-0.008857,-0.005266,-0.002117,zero
4.75000,0.790000,0.650000,15.750000,0.142370,-0.148101,-1.410719,-0.008798,-0.005266,-0.002225,zero
4.76500,0.840000,0.630000,15.750000,0.135244,-0.143923,-1.410634,-0.008769,-0.005216,-0.002119,zero
4.78100,0.830000,0.630000,15.760000,0.134963,-0.143968,-1.420916,-0.008604,-0.005121,-0.002125,zero
4.79700,0.830000,0.620000,15.770000,0.127688,-0.148136,-1.421025,-0.008632,-0.005070,-0.002232,zero
4.81200,0.840000,0.630000,15.750000,0.127688,-0.148136,-1.421025,-0.008632,-0.005070,-0.002232,zero
4.81200,0.810000,0.600000,15.750000,0.120962,-0.144257,-1.431196,-0.008770,-0.004927,-0.002127,zero
4.82800,0.830000,0.630000,15.770000,0.120962,-0.144257,-1.431196,-0.008770,-0.004927,-0.002127,zero
4.84400,0.810000,0.590000,15.760000,0.127688,-0.148136,-1.421025,-0.008632,-0.005070,-0.002232,zero
4.85900,0.820000,0.640000,15.750000,0.127636,-0.156527,-1.420976,-0.008691,-0.005070,-0.002123,zero
4.87500,0.830000,0.610000,15.760000,0.127688,-0.148136,-1.421025,-0.008632,-0.005070,-0.002232,zero
4.89000,0.800000,0.610000,15.750000,0.120511,-0.152349,-1.420891,-0.008661,-0.005021,-0.002017,zero
4.90600,0.810000,0.630000,15.760000,0.128036,-0.156825,-1.431233,-0.008859,-0.004977,-0.002125,zero
4.90600,0.820000,0.590000,15.770000,0.127636,-0.156527,-1.420976,-0.008691,-0.005070,-0.002123,zero
4.92200,0.830000,0.600000,15.750000,0.135280,-0.152385,-1.441572,-0.008829,-0.005220,-0.002023,zero
4.93700,0.810000,0.590000,15.740000,0.135310,-0.152657,-1.431124,-0.008831,-0.005027,-0.002018,zero
4.95300,0.800000,0.650000,15.740000,0.135310,-0.152657,-1.431124,-0.008831,-0.005027,-0.002018,zero
4.96900,0.820000,0.640000,15.760000,0.135310,-0.152657,-1.431124,-0.008831,-0.005027,-0.002018,zero
4.98400,0.820000,0.600000,15.760000,0.128088,-0.148435,-1.431281,-0.008800,-0.004976,-0.002234,zero
5.00000,0.800000,0.610000,15.750000,0.134911,-0.152359,-1.420867,-0.008663,-0.005121,-0.002016,zero
5.01500,0.840000,0.610000,15.740000,0.135280,-0.152385,-1.441572,-0.008829,-0.005220,-0.002023,zero
5.01500,0.810000,0.610000,15.750000,0.135280,-0.152385,-1.441572,-0.008829,-0.005220,-0.002023,zero
5.03100,0.820000,0.600000,15.750000,0.128005,-0.156553,-1.441681,-0.008857,-0.005169,-0.002130,zero
5.04700,0.800000,0.610000,15.770000,0.135280,-0.152385,-1.441572,-0.008829,-0.005220,-0.002023,zero
5.04700,0.820000,0.630000,15.750000,0.135362,-0.144267,-1.431172,-0.008772,-0.005027,-0.002126,zero
5.06200,0.850000,0.580000,15.750000,0.135331,-0.143995,-1.441620,-0.008770,-0.005219,-0.002131,zero
5.07800,0.810000,0.590000,15.740000,0.135331,-0.143995,-1.441620,-0.008770,-0.005219,-0.002131,zero
5.07800,0.800000,0.590000,15.760000,0.128206,-0.139817,-1.441534,-0.008740,-0.005170,-0.002025,zero
5.09400,0.820000,0.580000,15.770000,0.135331,-0.143995,-1.441620,-0.008770,-0.005219,-0.002131,zero
5.10900,0.800000,0.610000,15.750000,0.135280,-0.152385,-1.441572,-0.008829,-0.005220,-0.002023,zero
5.12500,0.820000,0.600000,15.760000,0.134880,-0.152087,-1.431315,-0.008661,-0.005314,-0.002021,zero
5.12500,0.820000,0.620000,15.740000,0.134880,-0.152087,-1.431315,-0.008661,-0.005314,-0.002021,zero
5.14000,0.800000,0.580000,15.740000,0.134963,-0.143968,-1.420916,-0.008604,-0.005121,-0.002125,zero
5.15600,0.840000,0.600000,15.750000,0.134963,-0.143968,-1.420916,-0.008604,-0.005121,-0.002125,zero
5.17200,0.810000,0.610000,15.760000,0.135362,-0.144267,-1.431172,-0.008772,-0.005027,-0.002126,zero
5.18700,0.810000,0.600000,15.740000,0.128237,-0.140089,-1.431087,-0.008742,-0.004977,-0.002020,zero
5.20300,0.790000,0.610000,15.730000,0.134963,-0.143968,-1.420916,-0.008604,-0.005121,-0.002125,zero
5.21900,0.850000,0.610000,15.770000,0.134932,-0.143696,-1.431364,-0.008602,-0.005313,-0.002129,zero
5.21900,0.820000,0.630000,15.750000,0.135362,-0.144267,-1.431172,-0.008772,-0.005027,-0.002126,zero
5.23400,0.840000,0.590000,15.750000,0.134911,-0.152359,-1.420867,-0.008663,-0.005121,-0.002016,zero
5.25000,0.820000,0.600000,15.740000,0.135310,-0.152657,-1.431124,-0.008831,-0.005027,-0.002018,zero
5.26500,0.830000,0.590000,15.770000,0.135310,-0.152657,-1.431124,-0.008831,-0.005027,-0.002018,zero
5.28100,0.800000,0.640000,15.750000,0.135050,-0.144040,-1.451902,-0.008605,-0.005124,-0.002137,zero
5.28100,0.830000,0.620000,15.750000,0.135080,-0.144312,-1.441455,-0.008607,-0.004932,-0.002132,zero
5.29700,0.820000,0.600000,15.770000,0.135362,-0.144267,-1.431172,-0.008772,-0.005027,-0.002126,zero
5.31200,0.810000,0.600000,15.730000,0.134963,-0.143968,-1.420916,-0.008604,-0.005121,-0.002125,zero
5.32800,0.790000,0.570000,15.730000,0.134911,-0.152359,-1.420867,-0.008663,-0.005121,-0.002016,zero
5.34400,0.820000,0.620000,15.760000,0.134880,-0.152087,-1.431315,-0.008661,-0.005314,-0.002021,zero
5.35900,0.790000,0.630000,15.750000,0.134911,-0.152359,-1.420867,-0.008663,-0.005121,-0.002016,zero
5.35900,0.760000,0.560000,15.740000,0.134998,-0.152431,-1.451854,-0.008664,-0.005124,-0.002029,zero
5.37500,0.810000,0.620000,15.740000,0.135331,-0.143995,-1.441620,-0.008770,-0.005219,-0.002131,zero
5.39000,0.800000,0.620000,15.750000,0.128206,-0.139817,-1.441534,-0.008740,-0.005170,-0.002025,zero
5.40600,0.800000,0.630000,15.740000,0.127924,-0.139863,-1.451817,-0.008575,-0.005074,-0.002030,zero
5.42200,0.800000,0.640000,15.750000,0.135050,-0.144040,-1.451902,-0.008605,-0.005124,-0.002137,zero
5.43700,0.800000,0.610000,15.740000,0.135050,-0.144040,-1.451902,-0.008605,-0.005124,-0.002137,zero
5.45300,0.820000,0.610000,15.750000,0.134963,-0.143968,-1.420916,-0.008604,-0.005121,-0.002125,zero
5.45300,0.790000,0.610000,15.720000,0.128036,-0.156825,-1.431233,-0.008859,-0.004977,-0.002125,zero
5.46900,0.790000,0.630000,15.770000,0.127754,-0.156871,-1.441515,-0.008695,-0.004881,-0.002131,zero
5.48400,0.800000,0.640000,15.720000,0.134998,-0.152431,-1.451854,-0.008664,-0.005124,-0.002029,zero
5.50000,0.830000,0.600000,15.760000,0.135362,-0.144267,-1.431172,-0.008772,-0.005027,-0.002126,zero
5.50000,0.820000,0.580000,15.750000,0.128057,-0.148163,-1.441729,-0.008798,-0.005168,-0.002238,zero
5.51500,0.800000,0.620000,15.750000,0.135331,-0.143995,-1.441620,-0.008770,-0.005219,-0.002131,zero
5.53100,0.800000,0.600000,15.750000,0.128057,-0.148163,-1.441729,-0.008798,-0.005168,-0.002238,zero
5.54700,0.800000,0.610000,15.750000,0.128057,-0.148163,-1.441729,-0.008798,-0.005168,-0.002238,zero
5.56200,0.840000,0.610000,15.750000,0.128057,-0.148163,-1.441729,-0.008798,-0.005168,-0.002238,zero
5.57800,0.790000,0.600000,15.760000,0.128206,-0.139817,-1.441534,-0.008740,-0.005170,-0.002025,zero
5.57800,0.800000,0.630000,15.740000,0.127723,-0.156599,-1.451963,-0.008693,-0.005074,-0.002136,zero
5.59400,0.780000,0.590000,15.730000,0.135050,-0.144040,-1.451902,-0.008605,-0.005124,-0.002137,zero
5.60900,0.830000,0.590000,15.730000,0.128206,-0.139817,-1.441534,-0.008740,-0.005170,-0.002025,zero
5.62500,0.790000,0.600000,15.730000,0.128154,-0.148208,-1.441486,-0.008799,-0.005170,-0.001916,zero
5.62500,0.810000,0.610000,15.750000,0.128237,-0.140089,-1.431087,-0.008742,-0.004977,-0.002020,zero
5.64000,0.800000,0.600000,15.760000,0.127924,-0.139863,-1.451817,-0.008575,-0.005074,-0.002030,zero
5.65600,0.830000,0.660000,15.750000,0.128057,-0.148163,-1.441729,-0.008798,-0.005168,-0.002238,zero
5.67200,0.780000,0.620000,15.750000,0.128088,-0.148435,-1.431281,-0.008800,-0.004976,-0.002234,zero
5.68700,0.800000,0.620000,15.750000,0.135362,-0.144267,-1.431172,-0.008772,-0.005027,-0.002126,zero
5.68700,0.770000,0.620000,15.750000,0.128057,-0.148163,-1.441729,-0.008798,-0.005168,-0.002238,zero
5.70300,0.790000,0.620000,15.750000,0.127723,-0.156599,-1.451963,-0.008693,-0.005074,-0.002136,zero
5.71900,0.820000,0.610000,15.750000,0.128057,-0.148163,-1.441729,-0.008798,-0.005168,-0.002238,zero
5.73400,0.820000,0.610000,15.740000,0.120932,-0.143985,-1.441644,-0.008768,-0.005119,-0.002132,zero
5.75000,0.820000,0.580000,15.740000,0.128206,-0.139817,-1.441534,-0.008740,-0.005170,-0.002025,zero
5.75000,0.830000,0.570000,15.760000,0.135362,-0.144267,-1.431172,-0.008772,-0.005027,-0.002126,zero
5.76500,0.790000,0.630000,15.740000,0.128057,-0.148163,-1.441729,-0.008798,-0.005168,-0.002238,zero
5.78100,0.790000,0.620000,15.760000,0.135050,-0.144040,-1.451902,-0.008605,-0.005124,-0.002137,zero
5.79700,0.820000,0.600000,15.760000,0.135080,-0.144312,-1.441455,-0.008607,-0.004932,-0.002132,zero
5.81200,0.800000,0.610000,15.750000,0.135050,-0.144040,-1.451902,-0.008605,-0.005124,-0.002137,zero
5.81200,0.830000,0.610000,15.740000,0.134998,-0.152431,-1.451854,-0.008664,-0.005124,-0.002029,zero
5.82800,0.820000,0.590000,15.760000,0.128005,-0.156553,-1.441681,-0.008857,-0.005169,-0.002130,zero
5.84400,0.790000,0.610000,15.730000,0.135280,-0.152385,-1.441572,-0.008829,-0.005220,-0.002023,zero
5.85900,0.790000,0.620000,15.730000,0.135331,-0.143995,-1.441620,-0.008770,-0.005219,-0.002131,zero
5.85900,0.830000,0.670000,15.760000,0.135331,-0.143995,-1.441620,-0.008770,-0.005219,-0.002131,zero
5.87500,0.800000,0.600000,15.770000,0.135280,-0.152385,-1.441572,-0.008829,-0.005220,-0.002023,zero
5.89000,0.800000,0.630000,15.770000,0.135280,-0.152385,-1.441572,-0.008829,-0.005220,-0.002023,zero
5.90600,0.790000,0.650000,15.740000,0.135280,-0.152385,-1.441572,-0.008829,-0.005220,-0.002023,zero
5.90600,0.800000,0.600000,15.740000,0.135280,-0.152385,-1.441572,-0.008829,-0.005220,-0.002023,zero
5.92200,0.840000,0.630000,15.750000,0.142405,-0.156563,-1.441657,-0.008859,-0.005269,-0.002129,zero
5.93700,0.820000,0.610000,15.750000,0.142405,-0.156563,-1.441657,-0.008859,-0.005269,-0.002129,zero
5.95300,0.790000,0.560000,15.730000,0.142374,-0.156291,-1.452105,-0.008857,-0.005461,-0.002134,zero
5.96900,0.830000,0.620000,15.750000,0.135280,-0.152385,-1.441572,-0.008829,-0.005220,-0.002023,zero
5.96900,0.810000,0.640000,15.760000,0.142374,-0.156291,-1.452105,-0.008857,-0.005461,-0.002134,zero
5.98400,0.810000,0.590000,15.750000,0.142353,-0.164953,-1.441609,-0.008917,-0.005270,-0.002021,zero
6.00000,0.840000,0.610000,15.750000,0.142287,-0.156219,-1.421119,-0.008855,-0.005458,-0.002122,zero
6.01500,0.840000,0.590000,15.760000,0.142604,-0.164636,-1.441774,-0.009080,-0.005557,-0.002020,zero
6.01500,0.830000,0.640000,15.710000,0.149330,-0.168515,-1.431604,-0.008942,-0.005701,-0.002125,zero
6.03100,0.830000,0.600000,15.730000,0.149730,-0.168813,-1.441860,-0.009110,-0.005607,-0.002127,zero
6.04700,0.820000,0.570000,15.730000,0.149330,-0.168515,-1.431604,-0.008942,-0.005701,-0.002125,zero
6.04700,0.830000,0.620000,15.740000,0.149330,-0.168515,-1.431604,-0.008942,-0.005701,-0.002125,zero
6.06200,0.780000,0.610000,15.740000,0.142553,-0.173026,-1.441726,-0.009139,-0.005558,-0.001912,zero
6.07800,0.810000,0.640000,15.750000,0.149678,-0.177204,-1.441811,-0.009169,-0.005607,-0.002018,zero
6.09400,0.790000,0.600000,15.750000,0.149396,-0.177249,-1.452094,-0.009004,-0.005512,-0.002024,zero
6.09400,0.810000,0.600000,15.750000,0.149278,-0.176905,-1.431555,-0.009001,-0.005701,-0.002016,zero
6.10900,0.820000,0.600000,15.740000,0.149678,-0.177204,-1.441811,-0.009169,-0.005607,-0.002018,zero
6.12500,0.810000,0.640000,15.760000,0.156521,-0.181427,-1.452179,-0.009034,-0.005562,-0.002131,zero
6.14000,0.820000,0.630000,15.750000,0.156521,-0.181427,-1.452179,-0.009034,-0.005562,-0.002131,zero
6.15600,0.810000,0.600000,15.750000,0.156803,-0.181381,-1.441897,-0.009199,-0.005657,-0.002125,zero
6.15600,0.840000,0.580000,15.740000,0.149678,-0.177204,-1.441811,-0.009169,-0.005607,-0.002018,zero
6.17200,0.820000,0.590000,15.740000,0.149396,-0.177249,-1.452094,-0.009004,-0.005512,-0.002024,zero
6.17200,0.800000,0.590000,15.730000,0.142403,-0.181372,-1.441921,-0.009197,-0.005556,-0.002125,zero
6.18700,0.840000,0.610000,15.750000,0.142004,-0.181073,-1.431664,-0.009029,-0.005650,-0.002123,zero
6.20300,0.780000,0.620000,15.750000,0.142004,-0.181073,-1.431664,-0.009029,-0.005650,-0.002123,zero
6.21900,0.820000,0.610000,15.740000,0.149278,-0.176905,-1.431555,-0.009001,-0.005701,-0.002016,zero
6.21900,0.810000,0.600000,15.740000,0.149278,-0.176905,-1.431555,-0.009001,-0.005701,-0.002016,zero
6.23400,0.810000,0.600000,15.760000,0.148997,-0.176951,-1.441837,-0.008836,-0.005606,-0.002022,zero
6.25000,0.800000,0.610000,15.750000,0.149678,-0.177204,-1.441811,-0.009169,-0.005607,-0.002018,zero
6.26500,0.810000,0.610000,15.750000,0.149278,-0.176905,-1.431555,-0.009001,-0.005701,-0.002016,zero
6.26500,0.780000,0.610000,15.740000,0.142004,-0.181073,-1.431664,-0.009029,-0.005650,-0.002123,zero
6.28100,0.800000,0.620000,15.740000,0.141722,-0.181118,-1.441946,-0.008865,-0.005555,-0.002129,zero
6.29700,0.840000,0.620000,15.760000,0.142122,-0.181417,-1.452203,-0.009033,-0.005461,-0.002131,zero
6.31200,0.800000,0.590000,15.750000,0.142403,-0.181372,-1.441921,-0.009197,-0.005556,-0.002125,zero
6.32800,0.790000,0.620000,15.740000,0.141722,-0.181118,-1.441946,-0.008865,-0.005555,-0.002129,zero
6.32800,0.840000,0.650000,15.730000,0.142403,-0.181372,-1.441921,-0.009197,-0.005556,-0.002125,zero
6.34400,0.820000,0.600000,15.750000,0.135330,-0.168804,-1.441883,-0.009108,-0.005506,-0.002127,zero
6.35900,0.820000,0.590000,15.740000,0.142455,-0.172981,-1.441969,-0.009138,-0.005556,-0.002234,zero
6.37500,0.800000,0.620000,15.730000,0.149730,-0.168813,-1.441860,-0.009110,-0.005607,-0.002127,zero
6.39000,0.830000,0.620000,15.740000,0.149730,-0.168813,-1.441860,-0.009110,-0.005607,-0.002127,zero
6.39000,0.830000,0.590000,15.740000,0.149730,-0.168813,-1.441860,-0.009110,-0.005607,-0.002127,zero
6.40600,0.810000,0.600000,15.750000,0.149448,-0.168859,-1.452142,-0.008945,-0.005511,-0.002132,zero
6.42200,0.840000,0.630000,15.750000,0.149448,-0.168859,-1.452142,-0.008945,-0.005511,-0.002132,zero
6.43700,0.840000,0.590000,15.750000,0.149448,-0.168859,-1.452142,-0.008945,-0.005511,-0.002132,zero
6.43700,0.830000,0.650000,15.740000,0.142323,-0.164681,-1.452057,-0.008915,-0.005462,-0.002026,zero
6.45300,0.830000,0.590000,15.740000,0.135330,-0.168804,-1.441883,-0.009108,-0.005506,-0.002127,zero
6.46900,0.830000,0.600000,15.750000,0.135330,-0.168804,-1.441883,-0.009108,-0.005506,-0.002127,zero
6.48400,0.800000,0.600000,15.740000,0.142173,-0.173027,-1.452251,-0.008974,-0.005461,-0.002239,zero
6.48400,0.800000,0.620000,15.750000,0.142455,-0.172981,-1.441969,-0.009138,-0.005556,-0.002234,zero
6.50000,0.810000,0.620000,15.760000,0.149730,-0.168813,-1.441860,-0.009110,-0.005607,-0.002127,zero
6.51500,0.840000,0.600000,15.740000,0.135330,-0.168804,-1.441883,-0.009108,-0.005506,-0.002127,zero
6.51500,0.790000,0.600000,15.740000,0.149760,-0.169086,-1.431412,-0.009112,-0.005415,-0.002122,zero
6.53100,0.800000,0.610000,15.750000,0.149812,-0.160695,-1.431461,-0.009053,-0.005414,-0.002230,zero
6.54700,0.760000,0.620000,15.740000,0.149812,-0.160695,-1.431461,-0.009053,-0.005414,-0.002230,zero
6.56200,0.840000,0.600000,15.750000,0.142656,-0.156246,-1.441823,-0.009021,-0.005557,-0.002128,zero
