timestamp_s,Bx_mT,By_mT,Bz_mT,Fx_N,Fy_N,Fz_N,Tx_Nm,Ty_Nm,Tz_Nm,phase
16.50000,4.290000,1.600000,12.150000,0.063450,-0.159831,-1.555148,-0.010451,-0.003565,0.000425,zero
16.51600,4.250000,1.610000,12.160000,0.063450,-0.159831,-1.555148,-0.010451,-0.003565,0.000425,zero
16.51600,4.260000,1.620000,12.170000,0.056457,-0.163953,-1.544975,-0.010644,-0.003610,0.000324,zero
16.53200,4.270000,1.640000,12.150000,0.056176,-0.163999,-1.555257,-0.010479,-0.003515,0.000318,zero
16.54700,4.240000,1.610000,12.170000,0.049050,-0.159821,-1.555171,-0.010449,-0.003465,0.000425,zero
16.56300,4.260000,1.600000,12.150000,0.049050,-0.159821,-1.555171,-0.010449,-0.003465,0.000425,zero
16.57900,4.260000,1.610000,12.150000,0.063502,-0.151440,-1.555196,-0.010392,-0.003565,0.000317,zero
16.59400,4.270000,1.640000,12.160000,0.063502,-0.151440,-1.555196,-0.010392,-0.003565,0.000317,zero
16.61000,4.270000,1.600000,12.160000,0.071176,-0.147571,-1.565344,-0.010532,-0.003523,0.000422,zero
16.61000,4.280000,1.620000,12.170000,0.063450,-0.159831,-1.555148,-0.010451,-0.003565,0.000425,zero
16.62500,4.300000,1.600000,12.160000,0.063732,-0.159786,-1.544866,-0.010615,-0.003661,0.000431,zero
16.64100,4.260000,1.580000,12.150000,0.070724,-0.155663,-1.555039,-0.010423,-0.003616,0.000532,zero
16.64100,4.260000,1.580000,12.140000,0.070575,-0.164008,-1.555234,-0.010481,-0.003615,0.000319,zero
16.65700,4.290000,1.600000,12.170000,0.077798,-0.168231,-1.555076,-0.010511,-0.003666,0.000534,zero
16.67200,4.260000,1.590000,12.170000,0.070523,-0.172399,-1.555185,-0.010540,-0.003616,0.000427,zero
16.68800,4.260000,1.620000,12.170000,0.070805,-0.172354,-1.544903,-0.010704,-0.003711,0.000433,zero
16.68800,4.290000,1.630000,12.180000,0.070805,-0.172354,-1.544903,-0.010704,-0.003711,0.000433,zero
16.70400,4.290000,1.610000,12.170000,0.063398,-0.168221,-1.555099,-0.010510,-0.003566,0.000534,zero
16.71900,4.300000,1.600000,12.160000,0.063398,-0.168221,-1.555099,-0.010510,-0.003566,0.000534,zero
16.73500,4.240000,1.620000,12.150000,0.063680,-0.168176,-1.544817,-0.010674,-0.003661,0.000540,zero
16.73500,4.270000,1.610000,12.160000,0.063680,-0.168176,-1.544817,-0.010674,-0.003661,0.000540,zero
16.75000,4.250000,1.590000,12.180000,0.063650,-0.167904,-1.555265,-0.010672,-0.003853,0.000535,zero
16.76600,4.280000,1.650000,12.170000,0.063680,-0.168176,-1.544817,-0.010674,-0.003661,0.000540,zero
16.78200,4.280000,1.590000,12.170000,0.070523,-0.172399,-1.555185,-0.010540,-0.003616,0.000427,zero
16.79700,4.260000,1.620000,12.170000,0.070575,-0.164008,-1.555234,-0.010481,-0.003615,0.000319,zero
16.79700,4.280000,1.580000,12.150000,0.070857,-0.163963,-1.544951,-0.010645,-0.003710,0.000325,zero
16.81300,4.280000,1.610000,12.150000,0.063450,-0.159831,-1.555148,-0.010451,-0.003565,0.000425,zero
16.82900,4.270000,1.590000,12.180000,0.063450,-0.159831,-1.555148,-0.010451,-0.003565,0.000425,zero
16.82900,4.300000,1.610000,12.160000,0.063450,-0.159831,-1.555148,-0.010451,-0.003565,0.000425,zero
16.84400,4.270000,1.590000,12.150000,0.063502,-0.151440,-1.555196,-0.010392,-0.003565,0.000317,zero
16.86000,4.250000,1.630000,12.180000,0.063502,-0.151440,-1.555196,-0.010392,-0.003565,0.000317,zero
16.87500,4.270000,1.600000,12.150000,0.056377,-0.147263,-1.555111,-0.010362,-0.003515,0.000424,zero
16.89100,4.280000,1.620000,12.150000,0.070776,-0.147273,-1.555087,-0.010364,-0.003616,0.000424,zero
16.89100,4.250000,1.620000,12.160000,0.063784,-0.151395,-1.544914,-0.010557,-0.003660,0.000323,zero
16.90700,4.240000,1.620000,12.170000,0.063420,-0.159559,-1.565596,-0.010449,-0.003758,0.000421,zero
16.92200,4.300000,1.580000,12.160000,0.063420,-0.159559,-1.565596,-0.010449,-0.003758,0.000421,zero
16.93800,4.230000,1.580000,12.150000,0.063701,-0.159514,-1.555313,-0.010613,-0.003853,0.000426,zero
16.95400,4.260000,1.620000,12.160000,0.063701,-0.159514,-1.555313,-0.010613,-0.003853,0.000426,zero
16.96900,4.250000,1.600000,12.150000,0.063701,-0.159514,-1.555313,-0.010613,-0.003853,0.000426,zero
16.98500,4.290000,1.620000,12.160000,0.063701,-0.159514,-1.555313,-0.010613,-0.003853,0.000426,zero
16.98500,4.260000,1.620000,12.160000,0.063732,-0.159786,-1.544866,-0.010615,-0.003661,0.000431,zero
17.00000,4.300000,1.580000,12.160000,0.063332,-0.159487,-1.534609,-0.010448,-0.003755,0.000433,zero
17.01600,4.300000,1.600000,12.170000,0.063332,-0.159487,-1.534609,-0.010448,-0.003755,0.000433,zero
17.03200,4.280000,1.600000,12.150000,0.063732,-0.159786,-1.544866,-0.010615,-0.003661,0.000431,zero
17.04700,4.300000,1.590000,12.170000,0.056457,-0.163953,-1.544975,-0.010644,-0.003610,0.000324,zero
17.06300,4.250000,1.630000,12.170000,0.056457,-0.163953,-1.544975,-0.010644,-0.003610,0.000324,zero
17.06300,4.240000,1.610000,12.170000,0.063502,-0.151440,-1.555196,-0.010392,-0.003565,0.000317,zero
17.07900,4.270000,1.620000,12.140000,0.056377,-0.147263,-1.555111,-0.010362,-0.003515,0.000424,zero
17.09400,4.270000,1.600000,12.160000,0.056407,-0.147535,-1.544663,-0.010364,-0.003324,0.000428,zero
17.11000,4.250000,1.580000,12.200000,0.056428,-0.138873,-1.555159,-0.010303,-0.003515,0.000315,zero
17.12500,4.290000,1.640000,12.170000,0.056407,-0.147535,-1.544663,-0.010364,-0.003324,0.000428,zero
17.14100,4.250000,1.580000,12.140000,0.049133,-0.151703,-1.544772,-0.010393,-0.003272,0.000321,zero
17.14100,4.270000,1.610000,12.170000,0.049133,-0.151703,-1.544772,-0.010393,-0.003272,0.000321,zero
17.15700,4.270000,1.620000,12.180000,0.049133,-0.151703,-1.544772,-0.010393,-0.003272,0.000321,zero
17.17200,4.270000,1.610000,12.160000,0.049102,-0.151431,-1.555220,-0.010391,-0.003465,0.000316,zero
17.18800,4.300000,1.630000,12.180000,0.056407,-0.147535,-1.544663,-0.010364,-0.003324,0.000428,zero
17.20400,4.290000,1.590000,12.120000,0.056428,-0.138873,-1.555159,-0.010303,-0.003515,0.000315,zero
17.21900,4.280000,1.590000,12.160000,0.056377,-0.147263,-1.555111,-0.010362,-0.003515,0.000424,zero
17.23500,4.290000,1.590000,12.170000,0.063502,-0.151440,-1.555196,-0.010392,-0.003565,0.000317,zero
17.25000,4.250000,1.640000,12.180000,0.063102,-0.151142,-1.544940,-0.010224,-0.003659,0.000319,zero
17.26600,4.280000,1.610000,12.180000,0.056176,-0.163999,-1.555257,-0.010479,-0.003515,0.000318,zero
17.28200,4.280000,1.620000,12.160000,0.056058,-0.163655,-1.534718,-0.010476,-0.003704,0.000326,zero
17.28200,4.290000,1.590000,12.160000,0.063450,-0.159831,-1.555148,-0.010451,-0.003565,0.000425,zero
17.29700,4.280000,1.620000,12.150000,0.063051,-0.159532,-1.544891,-0.010283,-0.003659,0.000427,zero
17.31300,4.270000,1.590000,12.160000,0.063332,-0.159487,-1.534609,-0.010448,-0.003755,0.000433,zero
